age,workclass,education,educational_num,marital_status,occupation,relationship,hours_per_week,native_country,income
51,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,40,United-States,<=50K
46,Private,Some-college,10,Married-spouse-absent,Sales,Unmarried,40,United-States,<=50K
32,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,45,United-States,<=50K
42,Private,Prof-school,15,Married-civ-spouse,Sales,Wife,40,South,>50K
52,State-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,50,United-States,<=50K
57,Private,HS-grad,9,Divorced,Adm-clerical,Other-relative,40,United-States,<=50K
35,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,39,United-States,<=50K
52,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,50,United-States,>50K
59,?,9th,5,Divorced,?,Not-in-family,12,United-States,<=50K
36,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,40,United-States,<=50K
33,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,40,Cuba,>50K
67,Local-gov,HS-grad,9,Divorced,Protective-serv,Not-in-family,20,United-States,<=50K
31,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,48,United-States,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,50,United-States,<=50K
28,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,42,United-States,<=50K
72,?,7th-8th,4,Widowed,?,Unmarried,20,United-States,<=50K
36,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,40,United-States,<=50K
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,35,United-States,>50K
56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
35,Private,Some-college,10,Never-married,Sales,Not-in-family,40,United-States,<=50K
37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
44,Private,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,40,United-States,<=50K
26,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,40,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,40,United-States,<=50K
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,50,United-States,>50K
30,Private,Some-college,10,Never-married,Sales,Own-child,40,El-Salvador,<=50K
20,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,40,United-States,<=50K
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,50,United-States,>50K
53,State-gov,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,40,United-States,>50K
54,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,45,United-States,<=50K
32,?,Bachelors,13,Divorced,?,Unmarried,32,United-States,<=50K
34,?,Some-college,10,Married-civ-spouse,?,Wife,6,United-States,>50K
30,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,50,United-States,>50K
43,State-gov,HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,40,United-States,<=50K
48,Private,Assoc-voc,11,Divorced,Other-service,Own-child,40,United-States,<=50K
42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,48,United-States,<=50K
62,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
22,Private,HS-grad,9,Never-married,Sales,Not-in-family,60,United-States,<=50K
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,32,United-States,<=50K
34,Private,Some-college,10,Separated,Sales,Not-in-family,45,United-States,<=50K
64,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,20,United-States,<=50K
42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,65,United-States,<=50K
60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,70,United-States,<=50K
44,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,58,United-States,<=50K
67,?,7th-8th,4,Married-civ-spouse,?,Husband,4,United-States,<=50K
45,Private,Assoc-acdm,12,Divorced,Tech-support,Unmarried,40,?,<=50K
53,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,38,United-States,>50K
37,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,50,United-States,>50K
32,?,10th,6,Married-civ-spouse,?,Wife,40,United-States,<=50K
23,Private,HS-grad,9,Never-married,Other-service,Not-in-family,35,United-States,<=50K
28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,40,Taiwan,<=50K
55,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,41,United-States,<=50K
58,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,24,United-States,>50K
74,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,25,United-States,>50K
27,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,40,United-States,<=50K
37,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,40,United-States,<=50K
22,?,Some-college,10,Never-married,?,Own-child,4,South,<=50K
44,Self-emp-not-inc,10th,6,Married-civ-spouse,Other-service,Husband,70,United-States,<=50K
23,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,40,United-States,<=50K
41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,40,Yugoslavia,<=50K
45,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,55,United-States,>50K
29,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,40,United-States,<=50K
33,Private,Bachelors,13,Never-married,Sales,Not-in-family,45,United-States,>50K
61,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,60,United-States,>50K
29,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,45,United-States,>50K
22,Private,Some-college,10,Never-married,Sales,Other-relative,38,United-States,<=50K
28,Private,9th,5,Never-married,Craft-repair,Not-in-family,40,El-Salvador,<=50K
30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,40,United-States,<=50K
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,20,United-States,<=50K
28,?,10th,6,Separated,?,Not-in-family,30,United-States,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,50,United-States,>50K
19,?,Some-college,10,Never-married,?,Not-in-family,24,United-States,<=50K
42,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,40,United-States,<=50K
34,Private,HS-grad,9,Never-married,Craft-repair,Own-child,40,United-States,<=50K
31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,60,United-States,>50K
23,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,40,United-States,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,50,United-States,<=50K
40,Private,10th,6,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
57,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,45,United-States,<=50K
35,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,27,United-States,<=50K
24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,45,United-States,<=50K
27,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,15,United-States,<=50K
27,Local-gov,Some-college,10,Never-married,Protective-serv,Own-child,40,United-States,>50K
45,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,40,United-States,<=50K
80,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,30,United-States,<=50K
23,State-gov,Some-college,10,Never-married,Other-service,Not-in-family,50,United-States,<=50K
46,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,40,United-States,>50K
50,Private,HS-grad,9,Divorced,Sales,Not-in-family,60,United-States,<=50K
90,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,20,?,<=50K
55,Private,Some-college,10,Married-civ-spouse,Sales,Husband,50,United-States,<=50K
72,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,50,England,<=50K
65,Private,Some-college,10,Widowed,Adm-clerical,Not-in-family,40,United-States,<=50K
37,Private,10th,6,Divorced,Craft-repair,Not-in-family,40,United-States,<=50K
39,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,40,United-States,<=50K
38,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
46,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
50,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,65,United-States,>50K
54,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
40,Private,Masters,14,Never-married,Sales,Not-in-family,50,United-States,>50K
30,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,35,United-States,<=50K
28,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,30,United-States,<=50K
34,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,53,United-States,<=50K
55,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,40,United-States,<=50K
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,40,United-States,<=50K
19,?,Some-college,10,Never-married,?,Not-in-family,32,United-States,<=50K
21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,35,United-States,<=50K
39,Private,Some-college,10,Divorced,Other-service,Not-in-family,20,United-States,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
33,Local-gov,HS-grad,9,Never-married,Other-service,Unmarried,40,United-States,<=50K
26,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
45,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,40,United-States,>50K
31,State-gov,Some-college,10,Never-married,Other-service,Own-child,65,United-States,<=50K
32,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,60,Mexico,<=50K
60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,50,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,>50K
21,Private,Some-college,10,Never-married,Other-service,Own-child,20,United-States,<=50K
27,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,36,United-States,<=50K
33,Private,5th-6th,3,Divorced,Handlers-cleaners,Unmarried,40,Mexico,<=50K
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
27,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
18,Self-emp-not-inc,10th,6,Never-married,Farming-fishing,Own-child,40,United-States,<=50K
48,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
37,Private,7th-8th,4,Divorced,Exec-managerial,Not-in-family,50,United-States,<=50K
58,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,40,United-States,<=50K
57,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,40,United-States,>50K
42,Local-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,40,United-States,>50K
24,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,40,United-States,<=50K
26,Private,Bachelors,13,Never-married,Other-service,Other-relative,15,United-States,<=50K
43,Self-emp-inc,HS-grad,9,Divorced,Craft-repair,Unmarried,50,United-States,<=50K
34,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,40,United-States,<=50K
51,Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Husband,45,United-States,>50K
31,?,HS-grad,9,Married-civ-spouse,?,Wife,45,United-States,<=50K
49,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,35,United-States,>50K
26,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,40,United-States,<=50K
28,Private,HS-grad,9,Divorced,Transport-moving,Unmarried,20,United-States,<=50K
22,Federal-gov,Some-college,10,Married-civ-spouse,Sales,Husband,37,United-States,<=50K
26,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,40,United-States,<=50K
45,Private,9th,5,Married-civ-spouse,Other-service,Husband,40,United-States,>50K
39,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,40,United-States,<=50K
23,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,40,United-States,<=50K
62,?,HS-grad,9,Married-civ-spouse,?,Husband,8,United-States,<=50K
42,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,60,United-States,>50K
39,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
43,Federal-gov,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,40,United-States,<=50K
33,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Not-in-family,70,United-States,<=50K
68,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,20,United-States,<=50K
30,?,Masters,14,Married-civ-spouse,?,Husband,46,United-States,>50K
32,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
25,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,40,United-States,<=50K
53,Private,5th-6th,3,Married-civ-spouse,Other-service,Other-relative,24,Italy,<=50K
38,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,55,United-States,>50K
62,?,HS-grad,9,Married-civ-spouse,?,Husband,40,United-States,<=50K
20,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,40,United-States,<=50K
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
23,Private,HS-grad,9,Never-married,Transport-moving,Own-child,40,United-States,<=50K
43,State-gov,HS-grad,9,Divorced,Tech-support,Not-in-family,40,United-States,<=50K
29,State-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,36,United-States,<=50K
34,Private,10th,6,Separated,Other-service,Unmarried,36,United-States,<=50K
24,Private,Some-college,10,Never-married,Sales,Own-child,35,United-States,<=50K
44,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,35,United-States,>50K
19,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,40,United-States,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,40,United-States,>50K
40,Private,Some-college,10,Divorced,Other-service,Not-in-family,48,United-States,<=50K
45,Private,HS-grad,9,Widowed,Sales,Unmarried,45,United-States,<=50K
43,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,45,United-States,<=50K
22,?,9th,5,Never-married,?,Not-in-family,30,United-States,<=50K
50,Private,Doctorate,16,Divorced,Prof-specialty,Other-relative,50,United-States,>50K
72,?,Some-college,10,Married-spouse-absent,?,Not-in-family,3,United-States,<=50K
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,40,United-States,<=50K
47,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,50,United-States,<=50K
24,Private,HS-grad,9,Never-married,Sales,Own-child,35,El-Salvador,<=50K
22,?,Some-college,10,Never-married,?,Not-in-family,15,United-States,<=50K
21,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,40,United-States,<=50K
30,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
37,Private,Some-college,10,Widowed,Other-service,Not-in-family,40,?,<=50K
74,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Other-relative,40,United-States,<=50K
70,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,70,United-States,<=50K
27,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
32,Local-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,46,United-States,<=50K
30,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,50,United-States,<=50K
29,Local-gov,Assoc-voc,11,Divorced,Protective-serv,Unmarried,56,United-States,<=50K
18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,40,United-States,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,>50K
39,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,70,United-States,<=50K
21,Private,Some-college,10,Never-married,Other-service,Own-child,30,United-States,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,38,United-States,<=50K
33,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,40,United-States,<=50K
39,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,70,United-States,>50K
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
34,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,40,United-States,<=50K
52,State-gov,Bachelors,13,Widowed,Exec-managerial,Unmarried,55,United-States,<=50K
35,Private,HS-grad,9,Never-married,Sales,Not-in-family,25,United-States,<=50K
33,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
40,?,9th,5,Divorced,?,Unmarried,5,Cuba,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,50,United-States,>50K
66,?,1st-4th,2,Never-married,?,Not-in-family,30,United-States,<=50K
51,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,40,United-States,>50K
36,Private,HS-grad,9,Never-married,Other-service,Unmarried,30,United-States,<=50K
17,Local-gov,11th,7,Never-married,Prof-specialty,Own-child,40,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,40,United-States,<=50K
39,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,40,United-States,<=50K
19,Self-emp-inc,Some-college,10,Never-married,Farming-fishing,Own-child,60,United-States,<=50K
54,Private,11th,7,Divorced,Adm-clerical,Not-in-family,40,United-States,>50K
45,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,50,United-States,>50K
47,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,40,United-States,<=50K
49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,98,United-States,<=50K
32,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,40,United-States,<=50K
28,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,50,United-States,<=50K
